paraphrase,id1,id2,sentence1,sentence2,text,is_paraphrase
1,1580672,1580644,But the Foreign Affairs Committee yesterday cleared Blair's cabinet of that accusation.,"In its report, the foreign affairs committee absolved Mr. Blair of charges of doctoring intelligence.","But the Foreign Affairs Committee yesterday cleared Blair's cabinet of that accusation. In its report, the foreign affairs committee absolved Mr. Blair of charges of doctoring intelligence.",True
0,196230,195968,He proposed a system under which it would take fewer and fewer votes to overcome a filibuster.,Frist proposed a process in which it would take gradually fewer votes to overcome filibusters preventing final votes on judicial confirmations.,He proposed a system under which it would take fewer and fewer votes to overcome a filibuster. Frist proposed a process in which it would take gradually fewer votes to overcome filibusters preventing final votes on judicial confirmations.,False
1,1272006,1271919,"Taylor's aides warn an abrupt departure could trigger more chaos, a view shared by many in Liberia and, in private, even by mediators.","His aides warn an abrupt departure could trigger more bloodshed, a view shared by many in Liberia.","Taylor's aides warn an abrupt departure could trigger more chaos, a view shared by many in Liberia and, in private, even by mediators. His aides warn an abrupt departure could trigger more bloodshed, a view shared by many in Liberia.",True
1,2136148,2136242,"Sobig.F became one of the most widespread viruses ever, crippling corporate e-mail networks and filling home users' inboxes with a glut of messages.","Since surfacing late Monday, Sobig.F has been crippling corporate e-mail networks and filling home users' inboxes with a glut of messages.","Sobig.F became one of the most widespread viruses ever, crippling corporate e-mail networks and filling home users' inboxes with a glut of messages. Since surfacing late Monday, Sobig.F has been crippling corporate e-mail networks and filling home users' inboxes with a glut of messages.",True
1,1315347,1315545,"I think we made some mistakes with this exam, and it's up to us to identify and correct them, Mills said.","Mills yesterday admitted, ""We made some mistakes with this exam and it's up to us to identify and correct them.","I think we made some mistakes with this exam, and it's up to us to identify and correct them, Mills said. Mills yesterday admitted, ""We made some mistakes with this exam and it's up to us to identify and correct them.",True
1,1075243,1075339,"Sarah Weddington, the abortion advocate and attorney who originally represented McCorvey, could not be reached for comment.","Sarah Weddington, the abortion advocate and lawyer who originally represented McCorvey, did not immediately return a call seeking comment.","Sarah Weddington, the abortion advocate and attorney who originally represented McCorvey, could not be reached for comment. Sarah Weddington, the abortion advocate and lawyer who originally represented McCorvey, did not immediately return a call seeking comment.",True
1,2240384,2240134,He planned Monday to formally announce the effort alongside several union presidents.,He plans to announce the effort formally tomorrow in Cincinnati alongside several union presidents.,He planned Monday to formally announce the effort alongside several union presidents. He plans to announce the effort formally tomorrow in Cincinnati alongside several union presidents.,True
1,2495223,2495307,"This decision is clearly incorrect, FTC Chairman Timothy Muris said in a written statement.","The decision is ""clearly incorrect,"" FTC Chairman Tim Muris said.","This decision is clearly incorrect, FTC Chairman Timothy Muris said in a written statement. The decision is ""clearly incorrect,"" FTC Chairman Tim Muris said.",True
1,1357528,1357493,"A $5 billion dollar-denominated portion has seen about $19 billion of bids, investors said.","A $5 billion dollar-denominated portion from GM drew about $21 billion of bids, an analyst looking at the deal said.","A $5 billion dollar-denominated portion has seen about $19 billion of bids, investors said. A $5 billion dollar-denominated portion from GM drew about $21 billion of bids, an analyst looking at the deal said.",True
0,2600535,2600404,"It was developed with consultation from more than 300 leaders in academia, industry, government and the public.","The plan, called The NIH Roadmap, was developed over 14 months with help from more than 300 consultants in industry and academia.","It was developed with consultation from more than 300 leaders in academia, industry, government and the public. The plan, called The NIH Roadmap, was developed over 14 months with help from more than 300 consultants in industry and academia.",False
1,2813127,2813236,"The momentum in the marketplace continues to shift in our direction, he said of his company, formerly named Caldera Systems.","The momentum in the marketplace continues to shift in SCO's direction, said Darl McBride, SCO's president and CEO.","The momentum in the marketplace continues to shift in our direction, he said of his company, formerly named Caldera Systems. The momentum in the marketplace continues to shift in SCO's direction, said Darl McBride, SCO's president and CEO.",True
0,655008,654952,"Monday ratcheted up its database software line with the introduction of a new suite that automates the process of defining, describing and indexing information contained in the database.","DB2 Cube Views automates the process of creating metadata by defining, describing, and indexing information in a database.","Monday ratcheted up its database software line with the introduction of a new suite that automates the process of defining, describing and indexing information contained in the database. DB2 Cube Views automates the process of creating metadata by defining, describing, and indexing information in a database.",False
1,1391169,1390984,"They include Ask Jeeves Inc., Global Crossing, Aether Systems, Clarent, Copper Mountain Networks and VA Linux, now VA Software.","They included Global Crossing, Akamai Technologies, Ask Jeeves, Copper Mountain Networks, Etoys and VA Linux.","They include Ask Jeeves Inc., Global Crossing, Aether Systems, Clarent, Copper Mountain Networks and VA Linux, now VA Software. They included Global Crossing, Akamai Technologies, Ask Jeeves, Copper Mountain Networks, Etoys and VA Linux.",True
